   1.0000000e+00   9.2011332e-01   9.9573095e-01   6.9293684e-04   9.3160164e-04   2.4218740e-05   1.4584215e-04   1.1868259e-04   1.7420695e-05   7.6120294e-05   5.3549527e-05   6.0889455e-05
   9.2011332e-01   1.0000000e+00   9.0420428e-01   2.0426749e-04   1.9026156e-04   2.1137698e-06   1.5184202e-05   1.5020182e-05   1.3434597e-07   4.4262481e-06   1.0842873e-06   1.2623405e-06
   9.9573095e-01   9.0420428e-01   1.0000000e+00   5.5730900e-04   7.1705702e-04   1.5310081e-05   1.4759299e-04   8.4350719e-05   1.4014050e-05   6.0634978e-05   8.3660608e-05   9.1806210e-05
   6.9293685e-04   2.0426749e-04   5.5730901e-04   1.0000000e+00   8.1143602e-01   4.2964588e-05   8.8220078e-04   3.2191854e-04   9.0657802e-05   5.4462904e-04   3.1967228e-04   4.0232609e-04
   9.3160163e-04   1.9026156e-04   7.1705702e-04   8.1143602e-01   1.0000000e+00   5.5153757e-05   1.4685018e-03   5.5378859e-04   1.0960911e-04   8.4481510e-04   5.6670249e-04   7.1626029e-04
   2.4218742e-05   2.1137722e-06   1.5310085e-05   4.2964589e-05   5.5153760e-05   1.0000000e+00   1.2222981e-03   3.0199208e-02   2.0557556e-03   9.4314940e-03   2.7289214e-04   3.1205379e-04
   1.4584216e-04   1.5184200e-05   1.4759300e-04   8.8220077e-04   1.4685018e-03   1.2222981e-03   1.0000000e+00   4.9140345e-03   9.0069879e-03   6.3295460e-03   2.6594620e-03   3.2222620e-03
   1.1868259e-04   1.5020183e-05   8.4350726e-05   3.2191853e-04   5.5378859e-04   3.0199208e-02   4.9140345e-03   1.0000000e+00   6.2113733e-03   2.2743236e-02   1.2441324e-03   1.4461045e-03
   1.7420690e-05   1.3433959e-07   1.4014053e-05   9.0657798e-05   1.0960910e-04   2.0557556e-03   9.0069879e-03   6.2113733e-03   1.0000000e+00   2.0193827e-01   5.8579170e-04   7.5731966e-04
   7.6120291e-05   4.4262345e-06   6.0634976e-05   5.4462904e-04   8.4481509e-04   9.4314940e-03   6.3295460e-03   2.2743236e-02   2.0193827e-01   1.0000000e+00   4.4902610e-03   5.1998238e-03
   5.3549519e-05   1.0842765e-06   8.3660612e-05   3.1967227e-04   5.6670249e-04   2.7289214e-04   2.6594620e-03   1.2441324e-03   5.8579171e-04   4.4902610e-03   1.0000000e+00   9.9605916e-01
   6.0889456e-05   1.2623395e-06   9.1806216e-05   4.0232609e-04   7.1626029e-04   3.1205379e-04   3.2222620e-03   1.4461045e-03   7.5731967e-04   5.1998239e-03   9.9605916e-01   1.0000000e+00
