   1.0000000e+00   7.9980576e-01   8.9369748e-01   1.8285322e-05   1.1661046e-03   3.1064653e-04   4.0274732e-04   6.7173765e-04   7.6859692e-05   2.5340405e-04   7.3751728e-05   5.9503574e-05
   7.9980576e-01   1.0000000e+00   8.5756920e-01   5.4195051e-07   3.1442985e-04   3.5479966e-05   4.2317968e-05   7.5574224e-05   5.6799365e-07   6.8548999e-06   2.3516794e-06   1.3861779e-06
   8.9369748e-01   8.5756920e-01   1.0000000e+00   2.9997132e-06   4.9602878e-04   1.8291278e-04   1.6710628e-04   3.3423381e-04   5.3904268e-05   1.2855781e-04   1.7946839e-05   1.3946654e-05
   1.8285326e-05   5.4194808e-07   2.9997183e-06   1.0000000e+00   1.1079411e-03   2.9612901e-04   2.5712840e-04   5.6226588e-04   4.1827446e-05   4.1104673e-04   9.0415023e-05   7.2956706e-05
   1.1661046e-03   3.1442986e-04   4.9602879e-04   1.1079411e-03   1.0000000e+00   4.6331599e-04   1.2646638e-03   1.4583179e-03   1.7692347e-04   1.7223871e-03   1.5197226e-02   1.2999350e-02
   3.1064652e-04   3.5479962e-05   1.8291277e-04   2.9612901e-04   4.6331599e-04   1.0000000e+00   1.8299730e-03   2.8486760e-02   4.0374171e-03   7.1178879e-03   7.6947902e-04   6.6717217e-04
   4.0274732e-04   4.2317967e-05   1.6710628e-04   2.5712840e-04   1.2646638e-03   1.8299730e-03   1.0000000e+00   9.9486473e-03   1.2938428e-03   2.1469164e-03   2.1346063e-03   2.2130950e-03
   6.7173765e-04   7.5574226e-05   3.3423381e-04   5.6226588e-04   1.4583179e-03   2.8486760e-02   9.9486473e-03   1.0000000e+00   3.4417155e-03   8.9097872e-03   1.4561486e-03   1.3138152e-03
   7.6859689e-05   5.6799373e-07   5.3904272e-05   4.1827444e-05   1.7692347e-04   4.0374171e-03   1.2938428e-03   3.4417155e-03   1.0000000e+00   9.3284213e-01   2.9589884e-04   2.6168865e-04
   2.5340405e-04   6.8548963e-06   1.2855782e-04   4.1104673e-04   1.7223871e-03   7.1178879e-03   2.1469164e-03   8.9097872e-03   9.3284213e-01   1.0000000e+00   1.5704462e-03   1.5755886e-03
   7.3751729e-05   2.3516822e-06   1.7946841e-05   9.0415025e-05   1.5197226e-02   7.6947902e-04   2.1346063e-03   1.4561486e-03   2.9589884e-04   1.5704462e-03   1.0000000e+00   8.9967937e-01
   5.9503566e-05   1.3861704e-06   1.3946652e-05   7.2956706e-05   1.2999350e-02   6.6717217e-04   2.2130950e-03   1.3138152e-03   2.6168864e-04   1.5755886e-03   8.9967937e-01   1.0000000e+00
