   1.0000000e+00   9.7474556e-01   9.8279051e-01   9.8547240e-01   7.7853069e-01   9.6991018e-01   9.0585212e-01   9.8048855e-01   9.3966873e-01   7.9466328e-01   8.2313775e-01   1.8540241e-02   9.9386754e-01   9.9225267e-01
   9.7474556e-01   1.0000000e+00   9.9829204e-01   9.9238809e-01   6.8526572e-01   9.7650455e-01   8.9726044e-01   9.3437592e-01   8.9329097e-01   7.5841467e-01   7.0885470e-01   1.2260405e-02   9.5917305e-01   9.7591149e-01
   9.8279051e-01   9.9829204e-01   1.0000000e+00   9.9409987e-01   7.0173567e-01   9.7468683e-01   8.9180050e-01   9.4182210e-01   9.0281693e-01   7.5266055e-01   7.3093514e-01   1.0117325e-02   9.6896220e-01   9.8198084e-01
   9.8547240e-01   9.9238809e-01   9.9409987e-01   1.0000000e+00   7.2223844e-01   9.8693011e-01   9.0976623e-01   9.5167204e-01   9.2838696e-01   7.8448306e-01   7.2801313e-01   1.2413870e-02   9.7618383e-01   9.9005484e-01
   7.7853069e-01   6.8526572e-01   7.0173567e-01   7.2223844e-01   1.0000000e+00   7.3200639e-01   6.4845890e-01   8.0461635e-01   7.9720727e-01   6.6710139e-01   8.0391675e-01   3.2521807e-03   8.1343733e-01   7.6038874e-01
   9.6991018e-01   9.7650455e-01   9.7468683e-01   9.8693011e-01   7.3200639e-01   1.0000000e+00   9.4526925e-01   9.5283522e-01   9.1830253e-01   8.1328803e-01   7.0451238e-01   2.3642298e-02   9.6870720e-01   9.8393023e-01
   9.0585212e-01   8.9726044e-01   8.9180050e-01   9.0976623e-01   6.4845890e-01   9.4526925e-01   1.0000000e+00   9.3016330e-01   8.2883592e-01   8.2429023e-01   7.0261838e-01   1.1528324e-01   9.0409325e-01   9.1984052e-01
   9.8048855e-01   9.3437592e-01   9.4182210e-01   9.5167204e-01   8.0461635e-01   9.5283522e-01   9.3016330e-01   1.0000000e+00   9.2289644e-01   8.5654100e-01   8.5614277e-01   4.6266506e-02   9.8307813e-01   9.7422352e-01
   9.3966873e-01   8.9329097e-01   9.0281693e-01   9.2838696e-01   7.9720727e-01   9.1830253e-01   8.2883592e-01   9.2289644e-01   1.0000000e+00   8.3088286e-01   7.6232327e-01   1.2093457e-02   9.3365539e-01   9.2951688e-01
   7.9466328e-01   7.5841467e-01   7.5266055e-01   7.8448306e-01   6.6710139e-01   8.1328803e-01   8.2429023e-01   8.5654100e-01   8.3088286e-01   1.0000000e+00   6.5553139e-01   1.5541509e-01   7.8594576e-01   7.8886648e-01
   8.2313775e-01   7.0885470e-01   7.3093514e-01   7.2801313e-01   8.0391675e-01   7.0451238e-01   7.0261838e-01   8.5614277e-01   7.6232327e-01   6.5553139e-01   1.0000000e+00   4.3922218e-02   8.2777871e-01   7.7861901e-01
   1.8540241e-02   1.2260405e-02   1.0117325e-02   1.2413870e-02   3.2521807e-03   2.3642298e-02   1.1528324e-01   4.6266506e-02   1.2093457e-02   1.5541509e-01   4.3922218e-02   1.0000000e+00   1.2647237e-02   1.2803123e-02
   9.9386754e-01   9.5917305e-01   9.6896220e-01   9.7618383e-01   8.1343733e-01   9.6870720e-01   9.0409325e-01   9.8307813e-01   9.3365539e-01   7.8594576e-01   8.2777871e-01   1.2647237e-02   1.0000000e+00   9.9417534e-01
   9.9225267e-01   9.7591149e-01   9.8198084e-01   9.9005484e-01   7.6038874e-01   9.8393023e-01   9.1984052e-01   9.7422352e-01   9.2951688e-01   7.8886648e-01   7.7861901e-01   1.2803123e-02   9.9417534e-01   1.0000000e+00
