   1.0000000e+00   9.5195935e-01   9.3828972e-01   9.4810731e-01   6.3898764e-01   9.4525337e-01   8.6810248e-01   1.6127366e-01   8.9043964e-01   3.3069110e-01   1.2579410e-03   1.3646147e-04   8.9743450e-01   8.8707577e-01
   9.5195935e-01   1.0000000e+00   9.9879922e-01   9.9454077e-01   6.9173076e-01   9.7950000e-01   9.3025987e-01   1.3768133e-01   7.2751036e-01   3.2765883e-01   1.6923744e-04   1.4335216e-04   9.1809645e-01   9.1392772e-01
   9.3828972e-01   9.9879922e-01   1.0000000e+00   9.9197424e-01   6.8702350e-01   9.7275237e-01   9.2748413e-01   1.2856054e-01   7.0049943e-01   3.1130250e-01   1.0307309e-04   7.5304877e-05   9.1039186e-01   9.0645611e-01
   9.4810731e-01   9.9454077e-01   9.9197424e-01   1.0000000e+00   7.4050630e-01   9.9133623e-01   9.2727071e-01   1.4796105e-01   7.2643900e-01   3.4996509e-01   2.8153900e-03   1.2033452e-04   9.3246935e-01   9.3310037e-01
   6.3898764e-01   6.9173076e-01   6.8702350e-01   7.4050630e-01   1.0000000e+00   7.3657356e-01   6.4087211e-01   1.3342529e-01   4.6913589e-01   2.4036193e-01   7.4888711e-03   3.8893182e-05   7.7785858e-01   8.1438972e-01
   9.4525337e-01   9.7950000e-01   9.7275237e-01   9.9133623e-01   7.3657356e-01   1.0000000e+00   9.2539473e-01   1.7203464e-01   7.4182192e-01   4.3116304e-01   7.4657812e-03   4.3382037e-04   9.2277426e-01   9.2527281e-01
   8.6810248e-01   9.3025987e-01   9.2748413e-01   9.2727071e-01   6.4087211e-01   9.2539473e-01   1.0000000e+00   3.2220774e-01   6.4549660e-01   4.2354686e-01   1.1171581e-04   2.3645179e-02   8.5519942e-01   8.5415874e-01
   1.6127366e-01   1.3768133e-01   1.2856054e-01   1.4796105e-01   1.3342529e-01   1.7203464e-01   3.2220774e-01   1.0000000e+00   1.8233290e-01   3.9299399e-01   6.2258462e-02   3.4911572e-01   1.5997370e-01   1.6632416e-01
   8.9043964e-01   7.2751036e-01   7.0049943e-01   7.2643900e-01   4.6913589e-01   7.4182192e-01   6.4549660e-01   1.8233290e-01   1.0000000e+00   3.0158002e-01   7.7992068e-03   4.7516731e-04   7.2823036e-01   7.1233922e-01
   3.3069110e-01   3.2765883e-01   3.1130250e-01   3.4996509e-01   2.4036193e-01   4.3116304e-01   4.2354686e-01   3.9299399e-01   3.0158002e-01   1.0000000e+00   7.7050917e-02   2.5513951e-02   3.2175496e-01   3.2993135e-01
   1.2579410e-03   1.6923744e-04   1.0307309e-04   2.8153900e-03   7.4888711e-03   7.4657812e-03   1.1171581e-04   6.2258462e-02   7.7992068e-03   7.7050917e-02   1.0000000e+00   1.5271991e-05   7.0474357e-04   1.6402598e-03
   1.3646147e-04   1.4335216e-04   7.5304877e-05   1.2033452e-04   3.8893182e-05   4.3382037e-04   2.3645179e-02   3.4911572e-01   4.7516731e-04   2.5513951e-02   1.5271991e-05   1.0000000e+00   3.8358266e-04   7.2779530e-04
   8.9743450e-01   9.1809645e-01   9.1039186e-01   9.3246935e-01   7.7785858e-01   9.2277426e-01   8.5519942e-01   1.5997370e-01   7.2823036e-01   3.2175496e-01   7.0474357e-04   3.8358266e-04   1.0000000e+00   9.9747368e-01
   8.8707577e-01   9.1392772e-01   9.0645611e-01   9.3310037e-01   8.1438972e-01   9.2527281e-01   8.5415874e-01   1.6632416e-01   7.1233922e-01   3.2993135e-01   1.6402598e-03   7.2779530e-04   9.9747368e-01   1.0000000e+00
