   1.0000000e+00   8.8765936e-01   9.8913371e-01   4.8212230e-03   5.0385142e-03   1.0509922e-04   1.3983502e-03   5.6976320e-04   4.5831875e-05   2.6342449e-04   3.2915065e-04   3.7813779e-04
   8.8765936e-01   1.0000000e+00   8.9639930e-01   6.5032337e-04   4.4544003e-04   3.7792493e-06   1.4457199e-04   6.2862672e-05   4.8850039e-06   8.1537840e-06   2.4674570e-07   1.0564291e-06
   9.8913371e-01   8.9639930e-01   1.0000000e+00   4.1791680e-03   4.1675538e-03   6.4472206e-05   1.6822058e-03   4.5978080e-04   5.3187945e-05   2.4889150e-04   6.7269113e-04   7.3501126e-04
   4.8212230e-03   6.5032337e-04   4.1791680e-03   1.0000000e+00   9.2169017e-01   2.0719632e-04   7.2602626e-03   1.9029213e-03   4.8263442e-04   2.0529394e-03   2.0520297e-03   2.4907094e-03
   5.0385142e-03   4.4544003e-04   4.1675538e-03   9.2169017e-01   1.0000000e+00   1.5723468e-04   8.3380140e-03   2.1323509e-03   3.3410959e-04   1.9927413e-03   2.3985091e-03   2.9553791e-03
   1.0509922e-04   3.7792494e-06   6.4472206e-05   2.0719632e-04   1.5723468e-04   1.0000000e+00   6.1471297e-03   3.0772120e-01   9.8815518e-03   2.3126575e-02   8.5319787e-04   9.8699666e-04
   1.3983502e-03   1.4457199e-04   1.6822058e-03   7.2602626e-03   8.3380140e-03   6.1471297e-03   1.0000000e+00   1.9683194e-02   3.1457484e-02   2.6204286e-02   1.6094669e-02   1.8538469e-02
   5.6976320e-04   6.2862672e-05   4.5978080e-04   1.9029213e-03   2.1323509e-03   3.0772120e-01   1.9683194e-02   1.0000000e+00   1.9515327e-02   4.9317500e-02   3.9178892e-03   4.3822506e-03
   4.5831875e-05   4.8850039e-06   5.3187945e-05   4.8263442e-04   3.3410959e-04   9.8815518e-03   3.1457484e-02   1.9515327e-02   1.0000000e+00   9.8346984e-01   2.1142727e-03   2.6526959e-03
   2.6342449e-04   8.1537840e-06   2.4889150e-04   2.0529394e-03   1.9927413e-03   2.3126575e-02   2.6204286e-02   4.9317500e-02   9.8346984e-01   1.0000000e+00   1.3345709e-02   1.4659790e-02
   3.2915065e-04   2.4674572e-07   6.7269113e-04   2.0520297e-03   2.3985091e-03   8.5319787e-04   1.6094669e-02   3.9178892e-03   2.1142727e-03   1.3345709e-02   1.0000000e+00   9.9982376e-01
   3.7813779e-04   1.0564291e-06   7.3501126e-04   2.4907094e-03   2.9553791e-03   9.8699666e-04   1.8538469e-02   4.3822506e-03   2.6526959e-03   1.4659790e-02   9.9982376e-01   1.0000000e+00
