   1.0000000e+00   5.9150402e-01   6.0835987e-01   3.6601333e-01   1.7871880e-01   2.2535474e-01   2.3329588e-01   6.4212975e-02   3.4276756e-01   1.2197908e-01   2.6454153e-01   3.4900086e-02   4.2597347e-01   3.8892265e-01
   5.9150402e-01   1.0000000e+00   9.9907814e-01   8.5459107e-01   6.3943834e-01   7.8569716e-01   6.5748103e-01   6.2742648e-02   3.7316072e-01   1.4481234e-01   2.7312277e-01   1.2548659e-02   8.2475430e-01   7.9375221e-01
   6.0835987e-01   9.9907814e-01   1.0000000e+00   8.5160830e-01   6.3496015e-01   7.7740254e-01   6.4794941e-01   6.3537645e-02   3.9168598e-01   1.4504183e-01   2.7865642e-01   1.2180608e-02   8.2569040e-01   7.9311031e-01
   3.6601333e-01   8.5459107e-01   8.5160830e-01   1.0000000e+00   9.3563977e-01   7.9335304e-01   6.3723401e-01   5.9830696e-02   3.9997935e-01   1.1798814e-01   2.3611556e-01   9.7751848e-03   8.3290563e-01   7.9128460e-01
   1.7871880e-01   6.3943834e-01   6.3496015e-01   9.3563977e-01   1.0000000e+00   6.8883599e-01   5.2852646e-01   4.6715019e-02   3.3864117e-01   8.3362669e-02   1.6473945e-01   4.8189316e-03   6.9468596e-01   6.5461103e-01
   2.2535474e-01   7.8569716e-01   7.7740254e-01   7.9335304e-01   6.8883599e-01   1.0000000e+00   9.2067845e-01   8.4406433e-02   3.8698005e-01   1.4842755e-01   3.4041857e-01   5.2987470e-02   8.4167075e-01   8.3448538e-01
   2.3329588e-01   6.5748103e-01   6.4794941e-01   6.3723401e-01   5.2852646e-01   9.2067845e-01   1.0000000e+00   1.2445303e-01   3.6198025e-01   1.8527530e-01   4.7376152e-01   1.6180427e-01   7.8075700e-01   7.8323677e-01
   6.4212975e-02   6.2742648e-02   6.3537645e-02   5.9830696e-02   4.6715019e-02   8.4406433e-02   1.2445303e-01   1.0000000e+00   1.5046925e-01   7.3499085e-01   2.5013243e-01   2.4662155e-01   1.0742161e-01   1.0648441e-01
   3.4276756e-01   3.7316072e-01   3.9168598e-01   3.9997935e-01   3.3864117e-01   3.8698005e-01   3.6198025e-01   1.5046925e-01   1.0000000e+00   1.5282237e-01   3.4604459e-01   5.2030401e-02   4.9683964e-01   4.6341701e-01
   1.2197908e-01   1.4481234e-01   1.4504183e-01   1.1798814e-01   8.3362669e-02   1.4842755e-01   1.8527530e-01   7.3499085e-01   1.5282237e-01   1.0000000e+00   2.4042635e-01   4.4275521e-01   1.7668777e-01   1.7174549e-01
   2.6454153e-01   2.7312277e-01   2.7865642e-01   2.3611556e-01   1.6473945e-01   3.4041857e-01   4.7376152e-01   2.5013243e-01   3.4604459e-01   2.4042635e-01   1.0000000e+00   1.7779806e-01   4.7334141e-01   4.8696864e-01
   3.4900086e-02   1.2548659e-02   1.2180608e-02   9.7751848e-03   4.8189316e-03   5.2987470e-02   1.6180427e-01   2.4662155e-01   5.2030401e-02   4.4275521e-01   1.7779806e-01   1.0000000e+00   5.1613586e-02   5.0303525e-02
   4.2597347e-01   8.2475430e-01   8.2569040e-01   8.3290563e-01   6.9468596e-01   8.4167075e-01   7.8075700e-01   1.0742161e-01   4.9683964e-01   1.7668777e-01   4.7334141e-01   5.1613586e-02   1.0000000e+00   9.9484917e-01
   3.8892265e-01   7.9375221e-01   7.9311031e-01   7.9128460e-01   6.5461103e-01   8.3448538e-01   7.8323677e-01   1.0648441e-01   4.6341701e-01   1.7174549e-01   4.8696864e-01   5.0303525e-02   9.9484917e-01   1.0000000e+00
